date,user,account,amount,memo
2024-01-17 09:00:00,FIN_AR,3000-AR,7621.93,Top-side
2024-01-17 10:00:00,FIN_AP,1000-Cash,50.58,Receipt
2024-01-17 11:00:00,MALI,3000-AR,-45059.53,Invoice
2024-01-17 12:00:00,FIN_AP,3000-AR,19591.32,Adj
2024-01-17 13:00:00,AKHAN,1000-Cash,139.63,Rev Recog
2024-01-17 14:00:00,MALI,6000-Exp,-5680.09,Refund
2024-01-17 15:00:00,FIN_AP,2000-AP,5925.35,Invoice
2024-01-17 16:00:00,MALI,2000-AP,3.28,Invoice
2024-01-17 17:00:00,JDOE,6000-Exp,-6487.0,Adj
2024-01-17 18:00:00,FIN_AR,1000-Cash,-335.94,Rev Recog
2024-01-17 19:00:00,MALI,4000-Rev,13560.86,Receipt
2024-01-17 20:00:00,JDOE,3000-AR,-39.83,Rev Recog
2024-01-17 21:00:00,SYS_BOT,5000-COGS,-30034.21,Receipt
2024-01-17 22:00:00,FIN_AP,2000-AP,88.31,Receipt
2024-01-17 23:00:00,SYS_BOT,6000-Exp,1.13,Refund
2024-01-18 00:00:00,AKHAN,5000-COGS,3106.0,Refund
2024-01-18 01:00:00,JDOE,1000-Cash,2784.0,Adj
2024-01-18 02:00:00,SYS_BOT,5000-COGS,39.5,Rev Recog
2024-01-18 03:00:00,SYS_BOT,5000-COGS,-56274.27,Receipt
2024-01-18 04:00:00,JDOE,3000-AR,56628.59,Adj
2024-01-18 05:00:00,FIN_AR,1000-Cash,736.53,Receipt
2024-01-18 06:00:00,MALI,5000-COGS,-1442.73,Invoice
2024-01-18 07:00:00,AKHAN,2000-AP,174.67,Top-side
2024-01-18 08:00:00,AKHAN,1000-Cash,29.25,Top-side
2024-01-18 09:00:00,FIN_AP,2000-AP,-43.99,Receipt
2024-01-18 10:00:00,MALI,6000-Exp,-2304.58,Adj
2024-01-18 11:00:00,FIN_AP,6000-Exp,5779.27,Refund
2024-01-18 12:00:00,AKHAN,4000-Rev,9076.02,Rev Recog
2024-01-18 13:00:00,MALI,6000-Exp,8873.41,Receipt
2024-01-18 14:00:00,SYS_BOT,5000-COGS,2.86,Receipt
2024-01-18 15:00:00,FIN_AR,1000-Cash,-296.55,Rev Recog
2024-01-18 16:00:00,SYS_BOT,6000-Exp,-1.94,Refund
2024-01-18 17:00:00,FIN_AR,2000-AP,-559.3,Receipt
2024-01-18 18:00:00,JDOE,5000-COGS,-161.31,Invoice
2024-01-18 19:00:00,FIN_AP,6000-Exp,-27448.65,Refund
2024-01-18 20:00:00,FIN_AP,3000-AR,56.83,Invoice
2024-01-18 21:00:00,JDOE,2000-AP,3.85,Top-side
2024-01-18 22:00:00,MALI,2000-AP,5.19,Rev Recog
2024-01-18 23:00:00,JDOE,4000-Rev,-6420.27,Refund
2024-01-19 00:00:00,AKHAN,3000-AR,1233.36,Refund
2024-01-19 01:00:00,JDOE,4000-Rev,3.2,Adj
2024-01-19 02:00:00,FIN_AR,6000-Exp,-2.63,Adj
2024-01-19 03:00:00,AKHAN,3000-AR,3197.76,Rev Recog
2024-01-19 04:00:00,JDOE,2000-AP,2.31,Refund
2024-01-19 05:00:00,FIN_AP,4000-Rev,-12861.76,Top-side
2024-01-19 06:00:00,SYS_BOT,5000-COGS,3397.9,Receipt
2024-01-19 07:00:00,FIN_AR,3000-AR,-4216.0,Rev Recog
2024-01-19 08:00:00,FIN_AR,2000-AP,2.66,Rev Recog
2024-01-19 09:00:00,MALI,1000-Cash,85742.85,Adj
2024-01-19 10:00:00,SYS_BOT,3000-AR,74.36,Top-side
2024-01-19 11:00:00,FIN_AR,3000-AR,-71.32,Rev Recog
2024-01-19 12:00:00,JDOE,6000-Exp,11587.72,Top-side
2024-01-19 13:00:00,FIN_AR,5000-COGS,54480.73,Rev Recog
2024-01-19 14:00:00,FIN_AR,6000-Exp,85114.85,Adj
2024-01-19 15:00:00,FIN_AR,3000-AR,5846.43,Receipt
2024-01-19 16:00:00,MALI,3000-AR,76.08,Adj
2024-01-19 17:00:00,FIN_AR,5000-COGS,2.62,Rev Recog
2024-01-19 18:00:00,FIN_AR,5000-COGS,7686.61,Top-side
2024-01-19 19:00:00,MALI,4000-Rev,619.47,Invoice
2024-01-19 20:00:00,AKHAN,2000-AP,132.16,Adj
2024-01-19 21:00:00,SYS_BOT,2000-AP,34022.95,Top-side
2024-01-19 22:00:00,AKHAN,4000-Rev,3.6,Adj
2024-01-19 23:00:00,FIN_AP,2000-AP,7630.0,Rev Recog
2024-01-20 00:00:00,MALI,3000-AR,0.0,Top-side
2024-01-20 01:00:00,MALI,4000-Rev,220.45,Receipt
2024-01-20 02:00:00,FIN_AR,4000-Rev,1.91,Top-side
2024-01-20 03:00:00,FIN_AR,2000-AP,-3.93,Refund
2024-01-20 04:00:00,FIN_AP,1000-Cash,3.87,Invoice
2024-01-20 05:00:00,FIN_AR,2000-AP,1762.19,Rev Recog
2024-01-20 06:00:00,JDOE,6000-Exp,-5373.09,Top-side
2024-01-20 07:00:00,FIN_AR,1000-Cash,825.74,Rev Recog
2024-01-20 08:00:00,FIN_AR,4000-Rev,-64693.81,Adj
2024-01-20 09:00:00,JDOE,1000-Cash,-5024.0,Adj
2024-01-20 10:00:00,FIN_AP,3000-AR,-26.83,Top-side
2024-01-20 11:00:00,JDOE,5000-COGS,4540.0,Refund
2024-01-20 12:00:00,MALI,1000-Cash,13.12,Top-side
2024-01-20 13:00:00,JDOE,6000-Exp,65480.61,Receipt
2024-01-20 14:00:00,SYS_BOT,5000-COGS,1.15,Refund
2024-01-20 15:00:00,MALI,3000-AR,70695.88,Rev Recog
2024-01-20 16:00:00,FIN_AR,6000-Exp,1.64,Top-side
2024-01-20 17:00:00,MALI,5000-COGS,28557.2,Rev Recog
2024-01-20 18:00:00,FIN_AP,3000-AR,435.02,Invoice
2024-01-20 19:00:00,FIN_AP,5000-COGS,-92219.76,Refund
2024-01-20 20:00:00,JDOE,5000-COGS,-2.34,Top-side
2024-01-20 21:00:00,MALI,2000-AP,5595.0,Invoice
2024-01-20 22:00:00,FIN_AR,6000-Exp,70228.38,Top-side
2024-01-20 23:00:00,FIN_AP,6000-Exp,-412.56,Receipt
2024-01-21 00:00:00,AKHAN,1000-Cash,-1402.79,Adj
2024-01-21 01:00:00,FIN_AR,6000-Exp,3011.23,Rev Recog
2024-01-21 02:00:00,AKHAN,6000-Exp,187.37,Top-side
2024-01-21 03:00:00,SYS_BOT,5000-COGS,1373.38,Refund
2024-01-21 04:00:00,AKHAN,4000-Rev,834.78,Top-side
2024-01-21 05:00:00,FIN_AP,2000-AP,32047.2,Top-side
2024-01-21 06:00:00,JDOE,1000-Cash,1.69,Top-side
2024-01-21 07:00:00,SYS_BOT,2000-AP,25.4,Top-side
2024-01-21 08:00:00,MALI,1000-Cash,-56501.17,Refund
2024-01-21 09:00:00,FIN_AR,3000-AR,0.0,Refund
2024-01-21 10:00:00,FIN_AP,5000-COGS,-189.79,Top-side
2024-01-21 11:00:00,SYS_BOT,6000-Exp,-1260.85,Adj
2024-01-21 12:00:00,SYS_BOT,6000-Exp,24.37,Top-side
2024-01-21 13:00:00,FIN_AP,4000-Rev,8.72,Rev Recog
2024-01-21 14:00:00,MALI,2000-AP,208.21,Rev Recog
2024-01-21 15:00:00,MALI,2000-AP,-58.45,Refund
2024-01-21 16:00:00,JDOE,2000-AP,828.48,Rev Recog
2024-01-21 17:00:00,AKHAN,6000-Exp,2.45,Rev Recog
2024-01-21 18:00:00,MALI,2000-AP,74468.75,Receipt
2024-01-21 19:00:00,JDOE,5000-COGS,-85320.56,Top-side
2024-01-21 20:00:00,AKHAN,1000-Cash,3096.05,Top-side
2024-01-21 21:00:00,SYS_BOT,6000-Exp,479.16,Top-side
2024-01-21 22:00:00,FIN_AP,5000-COGS,-35.29,Top-side
2024-01-21 23:00:00,MALI,3000-AR,11721.28,Invoice
2024-01-22 00:00:00,JDOE,5000-COGS,2652.5,Top-side
2024-01-22 01:00:00,SYS_BOT,5000-COGS,-6.5,Refund
2024-01-22 02:00:00,MALI,3000-AR,-9651.0,Refund
2024-01-22 03:00:00,FIN_AR,5000-COGS,-12962.42,Invoice
2024-01-22 04:00:00,SYS_BOT,1000-Cash,56104.74,Top-side
2024-01-22 05:00:00,MALI,6000-Exp,-4252.04,Adj
2024-01-22 06:00:00,SYS_BOT,4000-Rev,1167.01,Top-side
2024-01-22 07:00:00,FIN_AP,3000-AR,123.37,Refund
2024-01-22 08:00:00,FIN_AP,6000-Exp,7976.0,Receipt
2024-01-22 09:00:00,FIN_AP,2000-AP,-21395.35,Rev Recog
2024-01-22 10:00:00,AKHAN,1000-Cash,-1.68,Receipt
2024-01-22 11:00:00,FIN_AR,4000-Rev,1.35,Adj
2024-01-22 12:00:00,FIN_AP,1000-Cash,76.26,Top-side
2024-01-22 13:00:00,FIN_AR,1000-Cash,11291.89,Invoice
2024-01-22 14:00:00,FIN_AP,2000-AP,-86373.53,Top-side
2024-01-22 15:00:00,AKHAN,4000-Rev,5.65,Adj
2024-01-22 16:00:00,SYS_BOT,1000-Cash,934.66,Adj
2024-01-22 17:00:00,MALI,2000-AP,-80.25,Rev Recog
2024-01-22 18:00:00,MALI,3000-AR,70724.84,Adj
2024-01-22 19:00:00,FIN_AP,2000-AP,16240.32,Receipt
2024-01-22 20:00:00,MALI,5000-COGS,-15546.89,Rev Recog
2024-01-22 21:00:00,FIN_AP,6000-Exp,220.53,Top-side
2024-01-22 22:00:00,FIN_AP,2000-AP,8621.0,Top-side
2024-01-22 23:00:00,JDOE,2000-AP,-23.28,Invoice
2024-01-23 00:00:00,JDOE,2000-AP,1.91,Adj
2024-01-23 01:00:00,JDOE,1000-Cash,21067.45,Adj
2024-01-23 02:00:00,FIN_AR,4000-Rev,11601.26,Refund
2024-01-23 03:00:00,JDOE,2000-AP,-99675.49,Rev Recog
2024-01-23 04:00:00,FIN_AP,2000-AP,96202.02,Refund
2024-01-23 05:00:00,AKHAN,5000-COGS,598.63,Rev Recog
2024-01-23 06:00:00,AKHAN,5000-COGS,6997.41,Receipt
2024-01-23 07:00:00,SYS_BOT,3000-AR,-52945.45,Rev Recog
2024-01-23 08:00:00,JDOE,3000-AR,17710.75,Top-side
2024-01-23 09:00:00,AKHAN,5000-COGS,17.25,Invoice
2024-01-23 10:00:00,JDOE,4000-Rev,178.95,Rev Recog
2024-01-23 11:00:00,SYS_BOT,3000-AR,4.42,Rev Recog
2024-01-23 12:00:00,AKHAN,6000-Exp,-58918.97,Rev Recog
2024-01-23 13:00:00,FIN_AP,6000-Exp,-1073.68,Invoice
2024-01-23 14:00:00,FIN_AR,4000-Rev,13.91,Adj
2024-01-23 15:00:00,JDOE,5000-COGS,-2282.99,Invoice
2024-01-23 16:00:00,AKHAN,3000-AR,2405.0,Adj
2024-01-23 17:00:00,AKHAN,2000-AP,-61.78,Top-side
2024-01-23 18:00:00,SYS_BOT,5000-COGS,3.7,Invoice
2024-01-23 19:00:00,FIN_AP,3000-AR,9200.0,Adj
2024-01-23 20:00:00,MALI,4000-Rev,399.52,Top-side
2024-01-23 21:00:00,AKHAN,6000-Exp,7270.96,Top-side
2024-01-23 22:00:00,FIN_AR,4000-Rev,-398.86,Adj
2024-01-23 23:00:00,SYS_BOT,3000-AR,18235.07,Adj
2024-01-24 00:00:00,AKHAN,4000-Rev,-574.82,Receipt
2024-01-24 01:00:00,AKHAN,3000-AR,1376.0,Top-side
2024-01-24 02:00:00,SYS_BOT,3000-AR,24169.52,Adj
2024-01-24 03:00:00,SYS_BOT,4000-Rev,104.09,Top-side
2024-01-24 04:00:00,JDOE,1000-Cash,4.68,Invoice
2024-01-24 05:00:00,AKHAN,2000-AP,1.39,Refund
2024-01-24 06:00:00,MALI,5000-COGS,5966.04,Refund
2024-01-24 07:00:00,FIN_AR,6000-Exp,1263.42,Rev Recog
2024-01-24 08:00:00,FIN_AP,2000-AP,3314.35,Adj
2024-01-24 09:00:00,FIN_AP,5000-COGS,-11.61,Adj
2024-01-24 10:00:00,MALI,5000-COGS,4.81,Top-side
2024-01-24 11:00:00,SYS_BOT,6000-Exp,1.18,Rev Recog
2024-01-24 12:00:00,SYS_BOT,2000-AP,-56.62,Adj
2024-01-24 13:00:00,SYS_BOT,6000-Exp,-890.41,Top-side
2024-01-24 14:00:00,AKHAN,3000-AR,-91.46,Adj
2024-01-24 15:00:00,SYS_BOT,6000-Exp,153.95,Top-side
2024-01-24 16:00:00,SYS_BOT,4000-Rev,-33173.67,Adj
2024-01-24 17:00:00,AKHAN,1000-Cash,-55.12,Receipt
2024-01-24 18:00:00,AKHAN,1000-Cash,-371.49,Top-side
2024-01-24 19:00:00,MALI,1000-Cash,8284.48,Receipt
2024-01-24 20:00:00,JDOE,2000-AP,96.1,Receipt
2024-01-24 21:00:00,AKHAN,2000-AP,1289.54,Receipt
2024-01-24 22:00:00,FIN_AR,3000-AR,20503.05,Receipt
2024-01-24 23:00:00,SYS_BOT,1000-Cash,55924.63,Invoice
2024-01-25 00:00:00,JDOE,3000-AR,-5.44,Rev Recog
2024-01-25 01:00:00,FIN_AP,1000-Cash,-42947.52,Refund
2024-01-25 02:00:00,MALI,2000-AP,-288.79,Invoice
2024-01-25 03:00:00,JDOE,4000-Rev,-19.55,Adj
2024-01-25 04:00:00,AKHAN,4000-Rev,197.55,Adj
2024-01-25 05:00:00,SYS_BOT,4000-Rev,79462.62,Rev Recog
2024-01-25 06:00:00,SYS_BOT,6000-Exp,290.46,Refund
2024-01-25 07:00:00,SYS_BOT,4000-Rev,44.03,Refund
2024-01-25 08:00:00,JDOE,5000-COGS,1468.94,Refund
2024-01-25 09:00:00,SYS_BOT,1000-Cash,-15.88,Receipt
2024-01-25 10:00:00,AKHAN,4000-Rev,-2.4,Invoice
2024-01-25 11:00:00,JDOE,5000-COGS,4.41,Adj
2024-01-25 12:00:00,SYS_BOT,5000-COGS,4.37,Invoice
2024-01-25 13:00:00,FIN_AP,5000-COGS,-5.75,Invoice
2024-01-25 14:00:00,FIN_AP,3000-AR,8568.0,Invoice
2024-01-25 15:00:00,FIN_AR,3000-AR,1600.94,Refund
2024-01-25 16:00:00,SYS_BOT,5000-COGS,8.12,Rev Recog
2024-01-25 17:00:00,SYS_BOT,6000-Exp,53.5,Rev Recog
2024-01-25 18:00:00,JDOE,4000-Rev,30474.88,Refund
2024-01-25 19:00:00,JDOE,1000-Cash,-234.32,Adj
2024-01-25 20:00:00,SYS_BOT,6000-Exp,2176.65,Adj
2024-01-25 21:00:00,FIN_AR,2000-AP,-7.27,Adj
2024-01-25 22:00:00,SYS_BOT,3000-AR,1241.0,Rev Recog
2024-01-25 23:00:00,AKHAN,4000-Rev,1.6,Rev Recog
2024-01-26 00:00:00,JDOE,4000-Rev,6.99,Invoice
2024-01-26 01:00:00,SYS_BOT,2000-AP,24.71,Refund
2024-01-26 02:00:00,JDOE,2000-AP,7.67,Receipt
2024-01-26 03:00:00,SYS_BOT,4000-Rev,2.78,Invoice
2024-01-26 04:00:00,MALI,2000-AP,6879.0,Top-side
2024-01-26 05:00:00,JDOE,4000-Rev,201.32,Rev Recog
2024-01-26 06:00:00,FIN_AR,6000-Exp,0.0,Invoice
2024-01-26 07:00:00,MALI,2000-AP,-66.27,Refund
2024-01-26 08:00:00,AKHAN,6000-Exp,328.92,Top-side
2024-01-26 09:00:00,SYS_BOT,6000-Exp,2831.22,Invoice
2024-01-26 10:00:00,AKHAN,2000-AP,-1.57,Refund
2024-01-26 11:00:00,JDOE,4000-Rev,-9932.35,Refund
2024-01-26 12:00:00,MALI,5000-COGS,1378.8,Rev Recog
2024-01-26 13:00:00,AKHAN,4000-Rev,-2.56,Receipt
2024-01-26 14:00:00,FIN_AR,1000-Cash,23328.84,Invoice
2024-01-26 15:00:00,JDOE,2000-AP,40212.59,Refund
2024-01-26 16:00:00,MALI,3000-AR,2.02,Adj
2024-01-26 17:00:00,AKHAN,2000-AP,-24.23,Refund
2024-01-26 18:00:00,MALI,1000-Cash,10740.05,Receipt
2024-01-26 19:00:00,MALI,6000-Exp,5511.86,Refund
2024-01-26 20:00:00,AKHAN,3000-AR,8.37,Rev Recog
2024-01-26 21:00:00,FIN_AP,3000-AR,11.14,Invoice
2024-01-26 22:00:00,SYS_BOT,4000-Rev,71.18,Rev Recog
2024-01-26 23:00:00,JDOE,5000-COGS,264.62,Invoice
2024-01-27 00:00:00,JDOE,4000-Rev,1233.88,Top-side
2024-01-27 01:00:00,JDOE,3000-AR,431.0,Invoice
2024-01-27 02:00:00,MALI,3000-AR,205.43,Top-side
2024-01-27 03:00:00,AKHAN,5000-COGS,5462.04,Rev Recog
2024-01-27 04:00:00,SYS_BOT,2000-AP,-1.53,Adj
2024-01-27 05:00:00,FIN_AR,5000-COGS,-18.29,Receipt
2024-01-27 06:00:00,JDOE,6000-Exp,3687.64,Adj
2024-01-27 07:00:00,AKHAN,4000-Rev,29925.0,Top-side
2024-01-27 08:00:00,SYS_BOT,2000-AP,361.73,Refund
2024-01-27 09:00:00,SYS_BOT,4000-Rev,457.69,Refund
2024-01-27 10:00:00,FIN_AP,5000-COGS,-3.43,Adj
2024-01-27 11:00:00,AKHAN,2000-AP,172.61,Refund
2024-01-27 12:00:00,JDOE,5000-COGS,-460.35,Top-side
2024-01-27 13:00:00,MALI,6000-Exp,16.31,Rev Recog
2024-01-27 14:00:00,SYS_BOT,1000-Cash,22.19,Receipt
2024-01-27 15:00:00,SYS_BOT,3000-AR,76.99,Invoice
2024-01-27 16:00:00,FIN_AR,2000-AP,9839.0,Top-side
2024-01-27 17:00:00,FIN_AP,3000-AR,1322.0,Top-side
2024-01-27 18:00:00,SYS_BOT,1000-Cash,11.41,Invoice
2024-01-27 19:00:00,SYS_BOT,2000-AP,-43.4,Invoice
2024-01-27 20:00:00,MALI,3000-AR,-3.97,Receipt
2024-01-27 21:00:00,MALI,3000-AR,28355.44,Receipt
2024-01-27 22:00:00,FIN_AR,2000-AP,928.89,Receipt
2024-01-27 23:00:00,AKHAN,3000-AR,2486.06,Refund
2024-01-28 00:00:00,FIN_AR,3000-AR,8827.88,Top-side
2024-01-28 01:00:00,FIN_AR,2000-AP,310.61,Rev Recog
2024-01-28 02:00:00,MALI,3000-AR,2.72,Invoice
2024-01-28 03:00:00,AKHAN,3000-AR,484.77,Top-side
2024-01-28 04:00:00,MALI,4000-Rev,-859.42,Top-side
2024-01-28 05:00:00,FIN_AP,6000-Exp,-5335.77,Receipt
2024-01-28 06:00:00,JDOE,4000-Rev,143.98,Receipt
2024-01-28 07:00:00,JDOE,1000-Cash,-3544.0,Top-side
2024-01-28 08:00:00,FIN_AP,4000-Rev,-26.23,Receipt
2024-01-28 09:00:00,JDOE,4000-Rev,-65.37,Refund
2024-01-28 10:00:00,AKHAN,1000-Cash,1696.63,Invoice
2024-01-28 11:00:00,MALI,3000-AR,714.32,Top-side
2024-01-28 12:00:00,JDOE,3000-AR,60.32,Invoice
2024-01-28 13:00:00,AKHAN,4000-Rev,85620.2,Refund
2024-01-28 14:00:00,MALI,1000-Cash,1068.75,Receipt
2024-01-28 15:00:00,AKHAN,3000-AR,15.35,Adj
2024-01-28 16:00:00,FIN_AP,5000-COGS,-3.23,Refund
2024-01-28 17:00:00,FIN_AR,2000-AP,-934.0,Adj
2024-01-28 18:00:00,FIN_AP,2000-AP,16.97,Invoice
2024-01-28 19:00:00,JDOE,6000-Exp,6.36,Top-side
2024-01-28 20:00:00,MALI,2000-AP,8.57,Receipt
2024-01-28 21:00:00,AKHAN,4000-Rev,26.64,Refund
2024-01-28 22:00:00,JDOE,2000-AP,7.36,Receipt
2024-01-28 23:00:00,JDOE,2000-AP,-30466.82,Adj
2024-01-29 00:00:00,FIN_AR,5000-COGS,-2.52,Adj
2024-01-29 01:00:00,JDOE,3000-AR,-419.33,Rev Recog
2024-01-29 02:00:00,FIN_AR,5000-COGS,-112.72,Top-side
2024-01-29 03:00:00,MALI,4000-Rev,81638.14,Adj
2024-01-29 04:00:00,MALI,2000-AP,-3.63,Top-side
2024-01-29 05:00:00,AKHAN,3000-AR,-97.56,Rev Recog
2024-01-29 06:00:00,FIN_AR,6000-Exp,70364.27,Refund
2024-01-29 07:00:00,FIN_AP,6000-Exp,21258.65,Rev Recog
2024-01-29 08:00:00,MALI,2000-AP,-12171.96,Top-side
2024-01-29 09:00:00,AKHAN,2000-AP,-19.48,Adj
2024-01-29 10:00:00,FIN_AP,6000-Exp,7.15,Invoice
2024-01-29 11:00:00,MALI,6000-Exp,2204.02,Top-side
2024-01-29 12:00:00,MALI,4000-Rev,44348.6,Receipt
2024-01-29 13:00:00,AKHAN,2000-AP,607.88,Invoice
2024-01-29 14:00:00,AKHAN,6000-Exp,721.21,Top-side
2024-01-29 15:00:00,SYS_BOT,1000-Cash,25.11,Receipt
2024-01-29 16:00:00,JDOE,6000-Exp,4350.0,Rev Recog
2024-01-29 17:00:00,JDOE,3000-AR,8.61,Invoice
2024-01-29 18:00:00,FIN_AP,3000-AR,-41.53,Top-side
2024-01-29 19:00:00,JDOE,1000-Cash,134.02,Refund
2024-01-29 20:00:00,FIN_AP,4000-Rev,345.18,Rev Recog
2024-01-29 21:00:00,MALI,2000-AP,-16.29,Receipt
2024-01-29 22:00:00,SYS_BOT,2000-AP,3.75,Refund
2024-01-29 23:00:00,SYS_BOT,6000-Exp,-1130.06,Adj
2024-01-30 00:00:00,MALI,3000-AR,5808.0,Rev Recog
2024-01-30 01:00:00,AKHAN,4000-Rev,805.73,Rev Recog
2024-01-30 02:00:00,FIN_AR,4000-Rev,5.91,Top-side
2024-01-30 03:00:00,FIN_AR,4000-Rev,254.51,Top-side
2024-01-30 04:00:00,JDOE,6000-Exp,-0.0,Receipt
2024-01-30 05:00:00,AKHAN,2000-AP,1.82,Rev Recog
2024-01-30 06:00:00,FIN_AP,4000-Rev,48.2,Top-side
2024-01-30 07:00:00,SYS_BOT,6000-Exp,4.7,Adj
2024-01-30 08:00:00,JDOE,6000-Exp,2.07,Top-side
2024-01-30 09:00:00,MALI,1000-Cash,89084.3,Rev Recog
2024-01-30 10:00:00,AKHAN,5000-COGS,40.9,Invoice
2024-01-30 11:00:00,SYS_BOT,4000-Rev,-11203.98,Refund
2024-01-30 12:00:00,FIN_AP,5000-COGS,18.76,Rev Recog
2024-01-30 13:00:00,FIN_AP,2000-AP,2555.72,Adj
2024-01-30 14:00:00,FIN_AR,6000-Exp,6326.15,Rev Recog
2024-01-30 15:00:00,JDOE,4000-Rev,-951.03,Adj
2024-01-30 16:00:00,MALI,3000-AR,-227.97,Rev Recog
2024-01-30 17:00:00,SYS_BOT,2000-AP,114.61,Refund
2024-01-30 18:00:00,FIN_AP,1000-Cash,0.0,Refund
2024-01-30 19:00:00,SYS_BOT,1000-Cash,44426.87,Adj
2024-01-30 20:00:00,MALI,5000-COGS,14226.47,Rev Recog
2024-01-30 21:00:00,SYS_BOT,6000-Exp,66855.1,Refund
2024-01-30 22:00:00,JDOE,5000-COGS,4.18,Receipt
2024-01-30 23:00:00,FIN_AR,3000-AR,-4511.67,Rev Recog
2024-01-31 00:00:00,SYS_BOT,3000-AR,49170.24,Refund
2024-01-31 01:00:00,AKHAN,1000-Cash,-8.06,Invoice
2024-01-31 02:00:00,FIN_AR,4000-Rev,2.15,Invoice
2024-01-31 03:00:00,MALI,1000-Cash,5076.95,Receipt
2024-01-31 04:00:00,FIN_AR,1000-Cash,745.36,Refund
2024-01-31 05:00:00,SYS_BOT,3000-AR,16186.16,Invoice
2024-01-31 06:00:00,SYS_BOT,5000-COGS,5.0,Rev Recog
2024-01-31 07:00:00,AKHAN,3000-AR,9469.71,Top-side
2024-01-31 08:00:00,FIN_AP,6000-Exp,-10.19,Refund
2024-01-31 09:00:00,AKHAN,3000-AR,6681.0,Receipt
2024-01-31 10:00:00,SYS_BOT,3000-AR,-6.63,Refund
2024-01-31 11:00:00,FIN_AR,1000-Cash,11826.97,Adj
2024-01-31 12:00:00,AKHAN,4000-Rev,-2118.29,Adj
2024-01-31 13:00:00,AKHAN,1000-Cash,-0.0,Invoice
2024-01-31 14:00:00,FIN_AP,2000-AP,62.25,Adj
2024-01-31 15:00:00,SYS_BOT,3000-AR,0.0,Receipt
2024-01-31 16:00:00,SYS_BOT,3000-AR,0.0,Invoice
2024-01-31 17:00:00,MALI,2000-AP,-12105.9,Receipt
2024-01-31 18:00:00,FIN_AP,3000-AR,156.92,Rev Recog
2024-01-31 19:00:00,MALI,3000-AR,-76.69,Receipt
2024-01-31 20:00:00,MALI,6000-Exp,205.78,Adj
2024-01-31 21:00:00,MALI,3000-AR,32.13,Rev Recog
2024-01-31 22:00:00,JDOE,2000-AP,5470.75,Adj
2024-01-31 23:00:00,MALI,1000-Cash,326.29,Receipt
2024-02-01 00:00:00,AKHAN,3000-AR,14.49,Adj
2024-02-01 01:00:00,FIN_AR,4000-Rev,31468.27,Adj
2024-02-01 02:00:00,AKHAN,2000-AP,83.07,Adj
2024-02-01 03:00:00,AKHAN,5000-COGS,522.11,Refund
2024-02-01 04:00:00,SYS_BOT,6000-Exp,34069.09,Rev Recog
2024-02-01 05:00:00,JDOE,2000-AP,-1321.87,Rev Recog
2024-02-01 06:00:00,MALI,1000-Cash,3.84,Rev Recog
2024-02-01 07:00:00,SYS_BOT,2000-AP,50021.95,Receipt
2024-02-01 08:00:00,FIN_AP,5000-COGS,1375.75,Top-side
2024-02-01 09:00:00,FIN_AP,6000-Exp,-47.26,Receipt
2024-02-01 10:00:00,SYS_BOT,4000-Rev,-4.97,Rev Recog
2024-02-01 11:00:00,FIN_AR,5000-COGS,9335.25,Invoice
2024-02-01 12:00:00,SYS_BOT,2000-AP,1259.98,Adj
2024-02-01 13:00:00,SYS_BOT,5000-COGS,-464.84,Adj
2024-02-01 14:00:00,JDOE,2000-AP,29475.62,Top-side
2024-02-01 15:00:00,FIN_AP,4000-Rev,8769.73,Invoice
2024-02-01 16:00:00,FIN_AP,4000-Rev,5.73,Refund
2024-02-01 17:00:00,MALI,1000-Cash,-36.19,Receipt
2024-02-01 18:00:00,AKHAN,4000-Rev,-17.48,Refund
2024-02-01 19:00:00,SYS_BOT,3000-AR,5244.83,Invoice
2024-02-01 20:00:00,SYS_BOT,5000-COGS,-1.47,Top-side
2024-02-01 21:00:00,FIN_AR,5000-COGS,-0.0,Invoice
2024-02-01 22:00:00,FIN_AP,2000-AP,6490.73,Top-side
2024-02-01 23:00:00,FIN_AR,4000-Rev,3375.0,Refund
2024-02-02 00:00:00,JDOE,1000-Cash,-51.33,Refund
2024-02-02 01:00:00,MALI,1000-Cash,-12772.81,Invoice
2024-02-02 02:00:00,FIN_AR,1000-Cash,-3.57,Invoice
2024-02-02 03:00:00,FIN_AP,6000-Exp,-17071.1,Adj
2024-02-02 04:00:00,JDOE,3000-AR,4.34,Top-side
2024-02-02 05:00:00,SYS_BOT,4000-Rev,8681.0,Adj
2024-02-02 06:00:00,JDOE,1000-Cash,9693.42,Receipt
2024-02-02 07:00:00,AKHAN,3000-AR,5.62,Receipt
2024-02-02 08:00:00,FIN_AR,5000-COGS,14.0,Invoice
2024-02-02 09:00:00,FIN_AP,2000-AP,-4085.67,Refund
2024-02-02 10:00:00,FIN_AR,4000-Rev,3982.75,Receipt
2024-02-02 11:00:00,SYS_BOT,4000-Rev,1605.97,Receipt
2024-02-02 12:00:00,SYS_BOT,6000-Exp,2949.46,Adj
2024-02-02 13:00:00,FIN_AP,5000-COGS,-517.16,Adj
2024-02-02 14:00:00,AKHAN,4000-Rev,18.15,Receipt
2024-02-02 15:00:00,MALI,6000-Exp,5570.0,Invoice
2024-02-02 16:00:00,JDOE,6000-Exp,8.09,Adj
2024-02-02 17:00:00,JDOE,6000-Exp,-34854.01,Receipt
